_id,MonthEnding,HBT,HBTQF,PatientType,WaitType,Specialty,SpecialtyQF,Waits,WaitsQF,WaitsOver12Weeks,WaitsOver12WeeksQF,WaitsOver52Weeks,WaitsOver52WeeksQF,WaitsOver78Weeks,WaitsOver78WeeksQF,WaitsOver104Weeks,WaitsOver104WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
26230,20250930,S08000015,,Inpatient/Day case,Completed,C11,,199,,56,,9,,6,,3,,34,,241,
26231,20231130,S08000015,,Inpatient/Day case,Completed,C11,,207,,90,,26,,9,,4,,48,,395.6,
26232,20241130,S08000015,,Inpatient/Day case,Completed,C11,,208,,89,,26,,16,,7,,59.5,,442.7,
26233,20251130,S08000015,,Inpatient/Day case,Completed,C11,,221,,89,,15,,8,,2,,62,,326,
26234,20240131,S08000015,,Inpatient/Day case,Completed,C11,,204,,79,,26,,10,,3,,38.5,,408.1,
26235,20250131,S08000015,,Inpatient/Day case,Completed,C11,,195,,84,,14,,7,,3,,56,,270.6,
26236,20240331,S08000015,,Inpatient/Day case,Completed,C11,,185,,59,,18,,8,,3,,41,,341.2,
26237,20250331,S08000015,,Inpatient/Day case,Completed,C11,,210,,81,,12,,5,,2,,29,,244.7,
26238,20240531,S08000015,,Inpatient/Day case,Completed,C11,,206,,84,,25,,16,,6,,47,,389.5,
26239,20250531,S08000015,,Inpatient/Day case,Completed,C11,,172,,45,,7,,3,,1,,32.5,,186,
26240,20240731,S08000015,,Inpatient/Day case,Completed,C11,,182,,60,,14,,7,,2,,40.5,,273.5,
26241,20250731,S08000015,,Inpatient/Day case,Completed,C11,,129,,27,,8,,5,,5,,26,,232.8,
26242,20240831,S08000015,,Inpatient/Day case,Completed,C11,,169,,76,,18,,7,,1,,70,,370.6,
26243,20250831,S08000015,,Inpatient/Day case,Completed,C11,,191,,70,,18,,14,,8,,44,,327,
26244,20241031,S08000015,,Inpatient/Day case,Completed,C11,,187,,76,,18,,9,,4,,64,,357.4,
26245,20251031,S08000015,,Inpatient/Day case,Completed,C11,,246,,84,,16,,12,,3,,36.5,,305.5,
26246,20231231,S08000015,,Inpatient/Day case,Completed,C11,,150,,61,,25,,16,,8,,50.5,,548,
26247,20241231,S08000015,,Inpatient/Day case,Completed,C11,,145,,54,,10,,4,,2,,42,,308.6,
26248,20250228,S08000015,,Inpatient/Day case,Completed,C12,,19,,7,,0,,0,,0,,,:,,:
26249,20240229,S08000015,,Inpatient/Day case,Completed,C12,,17,,3,,1,,0,,0,,,:,,:
26250,20240430,S08000015,,Inpatient/Day case,Completed,C12,,18,,4,,0,,0,,0,,,:,,:
26251,20250430,S08000015,,Inpatient/Day case,Completed,C12,,13,,0,,0,,0,,0,,,:,,:
26252,20240630,S08000015,,Inpatient/Day case,Completed,C12,,18,,1,,0,,0,,0,,,:,,:
26253,20250630,S08000015,,Inpatient/Day case,Completed,C12,,13,,3,,0,,0,,0,,,:,,:
26254,20240930,S08000015,,Inpatient/Day case,Completed,C12,,12,,2,,0,,0,,0,,,:,,:
26255,20250930,S08000015,,Inpatient/Day case,Completed,C12,,23,,6,,0,,0,,0,,33,,135.2,
26256,20231130,S08000015,,Inpatient/Day case,Completed,C12,,19,,3,,1,,1,,1,,,:,,:
26257,20241130,S08000015,,Inpatient/Day case,Completed,C12,,18,,3,,1,,1,,1,,,:,,:
26258,20251130,S08000015,,Inpatient/Day case,Completed,C12,,11,,3,,0,,0,,0,,,:,,:
26259,20240131,S08000015,,Inpatient/Day case,Completed,C12,,21,,3,,2,,2,,0,,26,,125,
26260,20250131,S08000015,,Inpatient/Day case,Completed,C12,,15,,6,,0,,0,,0,,,:,,:
26261,20240331,S08000015,,Inpatient/Day case,Completed,C12,,13,,3,,0,,0,,0,,,:,,:
26262,20250331,S08000015,,Inpatient/Day case,Completed,C12,,16,,3,,0,,0,,0,,,:,,:
26263,20240531,S08000015,,Inpatient/Day case,Completed,C12,,18,,3,,0,,0,,0,,,:,,:
26264,20250531,S08000015,,Inpatient/Day case,Completed,C12,,13,,5,,0,,0,,0,,,:,,:
26265,20240731,S08000015,,Inpatient/Day case,Completed,C12,,9,,4,,0,,0,,0,,,:,,:
26266,20250731,S08000015,,Inpatient/Day case,Completed,C12,,19,,5,,0,,0,,0,,,:,,:
26267,20240831,S08000015,,Inpatient/Day case,Completed,C12,,13,,2,,0,,0,,0,,,:,,:
26268,20250831,S08000015,,Inpatient/Day case,Completed,C12,,12,,4,,0,,0,,0,,,:,,:
26269,20241031,S08000015,,Inpatient/Day case,Completed,C12,,11,,2,,1,,1,,1,,,:,,:
26270,20251031,S08000015,,Inpatient/Day case,Completed,C12,,12,,3,,0,,0,,0,,,:,,:
26271,20231231,S08000015,,Inpatient/Day case,Completed,C12,,8,,2,,2,,1,,1,,,:,,:
26272,20241231,S08000015,,Inpatient/Day case,Completed,C12,,9,,1,,0,,0,,0,,,:,,:
26273,20250228,S08000015,,Inpatient/Day case,Completed,C13,,112,,34,,9,,6,,3,,35,,321.2,
26274,20240229,S08000015,,Inpatient/Day case,Completed,C13,,94,,39,,25,,7,,3,,48.5,,477.2,
26275,20240430,S08000015,,Inpatient/Day case,Completed,C13,,97,,31,,18,,6,,4,,33,,507,
26276,20250430,S08000015,,Inpatient/Day case,Completed,C13,,120,,33,,11,,10,,8,,39.5,,278.2,
26277,20240630,S08000015,,Inpatient/Day case,Completed,C13,,77,,26,,18,,10,,3,,45,,567.6,
26278,20250630,S08000015,,Inpatient/Day case,Completed,C13,,99,,19,,8,,8,,6,,33,,146,
26279,20240930,S08000015,,Inpatient/Day case,Completed,C13,,95,,56,,30,,16,,4,,152,,664.4,
26280,20250930,S08000015,,Inpatient/Day case,Completed,C13,,111,,33,,12,,12,,7,,53,,587,
26281,20231130,S08000015,,Inpatient/Day case,Completed,C13,,101,,36,,15,,5,,2,,56,,407,
26282,20241130,S08000015,,Inpatient/Day case,Completed,C13,,129,,48,,22,,16,,6,,50,,596,
26283,20251130,S08000015,,Inpatient/Day case,Completed,C13,,90,,18,,9,,8,,6,,41,,306.9,
26284,20240131,S08000015,,Inpatient/Day case,Completed,C13,,86,,33,,13,,5,,4,,59.5,,478.5,
26285,20250131,S08000015,,Inpatient/Day case,Completed,C13,,108,,48,,11,,4,,1,,76.5,,346.9,
26286,20240331,S08000015,,Inpatient/Day case,Completed,C13,,84,,33,,14,,7,,2,,47.5,,518.3,
26287,20250331,S08000015,,Inpatient/Day case,Completed,C13,,120,,55,,27,,12,,7,,67.5,,533.3,
26288,20240531,S08000015,,Inpatient/Day case,Completed,C13,,85,,42,,22,,17,,10,,78,,778,
26289,20250531,S08000015,,Inpatient/Day case,Completed,C13,,108,,29,,15,,15,,8,,47.5,,701,
26290,20240731,S08000015,,Inpatient/Day case,Completed,C13,,89,,38,,25,,5,,2,,63,,501.4,
26291,20250731,S08000015,,Inpatient/Day case,Completed,C13,,107,,24,,14,,14,,11,,35,,727.4,
26292,20240831,S08000015,,Inpatient/Day case,Completed,C13,,84,,48,,27,,8,,0,,142.5,,503.4,
26293,20250831,S08000015,,Inpatient/Day case,Completed,C13,,68,,13,,9,,9,,8,,32,,771,
26294,20241031,S08000015,,Inpatient/Day case,Completed,C13,,113,,60,,11,,4,,2,,91,,354,
26295,20251031,S08000015,,Inpatient/Day case,Completed,C13,,100,,36,,13,,12,,11,,50,,803.9,
26296,20231231,S08000015,,Inpatient/Day case,Completed,C13,,73,,15,,6,,1,,1,,33,,222.2,
26297,20241231,S08000015,,Inpatient/Day case,Completed,C13,,102,,38,,3,,2,,0,,35,,305.9,
26298,20250228,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26299,20240229,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26300,20240430,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26301,20250430,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26302,20240630,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26303,20250630,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26304,20240930,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26305,20250930,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26306,20240331,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26307,20250731,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26308,20241231,S08000015,,Inpatient/Day case,Completed,C3,,1,,0,,0,,0,,0,,,:,,:
26309,20250228,S08000015,,Inpatient/Day case,Completed,C5,,56,,26,,8,,3,,3,,62,,407.5,
26310,20240229,S08000015,,Inpatient/Day case,Completed,C5,,71,,40,,8,,5,,4,,101,,381,
26311,20240430,S08000015,,Inpatient/Day case,Completed,C5,,69,,33,,15,,14,,12,,73,,880.2,
26312,20250430,S08000015,,Inpatient/Day case,Completed,C5,,54,,33,,15,,13,,6,,159,,748.3,
26313,20240630,S08000015,,Inpatient/Day case,Completed,C5,,81,,51,,32,,29,,28,,234,,945,
26314,20250630,S08000015,,Inpatient/Day case,Completed,C5,,60,,28,,13,,6,,4,,81,,521.7,
26315,20240930,S08000015,,Inpatient/Day case,Completed,C5,,74,,46,,18,,17,,14,,161.5,,826.7,
26316,20250930,S08000015,,Inpatient/Day case,Completed,C5,,90,,55,,30,,14,,11,,187.5,,790,
26317,20231130,S08000015,,Inpatient/Day case,Completed,C5,,84,,54,,18,,8,,7,,144.5,,492.4,
26318,20241130,S08000015,,Inpatient/Day case,Completed,C5,,66,,36,,16,,15,,10,,118,,852.5,
26319,20251130,S08000015,,Inpatient/Day case,Completed,C5,,108,,68,,52,,37,,25,,274.5,,1052.5,
26320,20240131,S08000015,,Inpatient/Day case,Completed,C5,,65,,38,,14,,8,,7,,114,,727.2,
26321,20250131,S08000015,,Inpatient/Day case,Completed,C5,,61,,37,,20,,15,,10,,155,,832,
26322,20240331,S08000015,,Inpatient/Day case,Completed,C5,,83,,38,,22,,21,,19,,68,,873.2,
26323,20250331,S08000015,,Inpatient/Day case,Completed,C5,,66,,43,,14,,7,,7,,174,,615,
26324,20240531,S08000015,,Inpatient/Day case,Completed,C5,,84,,45,,24,,20,,18,,120,,892.7,
26325,20250531,S08000015,,Inpatient/Day case,Completed,C5,,65,,39,,15,,11,,9,,156,,775.6,
26326,20240731,S08000015,,Inpatient/Day case,Completed,C5,,75,,38,,13,,11,,7,,85,,700,
26327,20250731,S08000015,,Inpatient/Day case,Completed,C5,,76,,40,,16,,11,,9,,114,,786,
26328,20240831,S08000015,,Inpatient/Day case,Completed,C5,,69,,33,,16,,12,,9,,80,,861.8,
26329,20250831,S08000015,,Inpatient/Day case,Completed,C5,,67,,33,,10,,1,,1,,84,,439.8,
26330,20241031,S08000015,,Inpatient/Day case,Completed,C5,,64,,36,,18,,14,,12,,145.5,,849.6,
26331,20251031,S08000015,,Inpatient/Day case,Completed,C5,,97,,59,,34,,18,,14,,171,,896.4,
26332,20231231,S08000015,,Inpatient/Day case,Completed,C5,,58,,28,,5,,2,,2,,82,,268.9,
26333,20241231,S08000015,,Inpatient/Day case,Completed,C5,,54,,23,,12,,4,,4,,59,,425,
26334,20250228,S08000015,,Inpatient/Day case,Completed,C7,,410,,147,,44,,2,,1,,,:,,:
26335,20240229,S08000015,,Inpatient/Day case,Completed,C7,,376,,147,,26,,2,,1,,,:,,:
26336,20240430,S08000015,,Inpatient/Day case,Completed,C7,,278,,118,,32,,1,,0,,,:,,:
26337,20250430,S08000015,,Inpatient/Day case,Completed,C7,,383,,97,,21,,4,,0,,,:,,:
26338,20240630,S08000015,,Inpatient/Day case,Completed,C7,,429,,190,,18,,2,,0,,,:,,:
26339,20250630,S08000015,,Inpatient/Day case,Completed,C7,,352,,109,,14,,2,,0,,,:,,:
26340,20240930,S08000015,,Inpatient/Day case,Completed,C7,,388,,165,,18,,3,,1,,,:,,:
26341,20250930,S08000015,,Inpatient/Day case,Completed,C7,,318,,60,,11,,1,,0,,,:,,:
26342,20231130,S08000015,,Inpatient/Day case,Completed,C7,,389,,152,,11,,0,,0,,,:,,:
26343,20241130,S08000015,,Inpatient/Day case,Completed,C7,,426,,162,,75,,2,,1,,,:,,:
26344,20251130,S08000015,,Inpatient/Day case,Completed,C7,,393,,72,,13,,0,,0,,,:,,:
26345,20240131,S08000015,,Inpatient/Day case,Completed,C7,,291,,96,,15,,1,,0,,,:,,:
26346,20250131,S08000015,,Inpatient/Day case,Completed,C7,,390,,131,,44,,0,,0,,,:,,:
26347,20240331,S08000015,,Inpatient/Day case,Completed,C7,,241,,84,,17,,3,,0,,,:,,:
26348,20250331,S08000015,,Inpatient/Day case,Completed,C7,,456,,139,,23,,3,,0,,,:,,:
26349,20240531,S08000015,,Inpatient/Day case,Completed,C7,,444,,175,,48,,2,,0,,,:,,:
26350,20250531,S08000015,,Inpatient/Day case,Completed,C7,,412,,94,,15,,5,,0,,,:,,:
26351,20240731,S08000015,,Inpatient/Day case,Completed,C7,,348,,129,,7,,0,,0,,,:,,:
26352,20250731,S08000015,,Inpatient/Day case,Completed,C7,,371,,128,,20,,8,,0,,,:,,:
26353,20240831,S08000015,,Inpatient/Day case,Completed,C7,,466,,179,,20,,3,,0,,,:,,:
26354,20250831,S08000015,,Inpatient/Day case,Completed,C7,,396,,95,,8,,0,,0,,,:,,:
26355,20241031,S08000015,,Inpatient/Day case,Completed,C7,,411,,162,,44,,0,,0,,,:,,:
26356,20251031,S08000015,,Inpatient/Day case,Completed,C7,,450,,115,,13,,0,,0,,,:,,:
26357,20231231,S08000015,,Inpatient/Day case,Completed,C7,,295,,82,,24,,0,,0,,,:,,:
26358,20241231,S08000015,,Inpatient/Day case,Completed,C7,,363,,107,,38,,4,,0,,,:,,:
26359,20250228,S08000015,,Inpatient/Day case,Completed,C8,,267,,200,,75,,26,,1,,182,,545.4,
26360,20240229,S08000015,,Inpatient/Day case,Completed,C8,,252,,205,,89,,32,,4,,224,,561.9,
26361,20240430,S08000015,,Inpatient/Day case,Completed,C8,,246,,194,,71,,25,,4,,198,,544,
26362,20250430,S08000015,,Inpatient/Day case,Completed,C8,,249,,193,,71,,42,,5,,198,,610.2,
26363,20240630,S08000015,,Inpatient/Day case,Completed,C8,,229,,188,,60,,25,,6,,191,,554,
26364,20250630,S08000015,,Inpatient/Day case,Completed,C8,,271,,205,,65,,33,,7,,192,,585,
26365,20240930,S08000015,,Inpatient/Day case,Completed,C8,,231,,174,,72,,30,,3,,214,,561,
26366,20250930,S08000015,,Inpatient/Day case,Completed,C8,,246,,186,,59,,35,,6,,193.5,,634,
26367,20231130,S08000015,,Inpatient/Day case,Completed,C8,,286,,222,,97,,37,,6,,248,,589.5,
26368,20241130,S08000015,,Inpatient/Day case,Completed,C8,,259,,200,,70,,24,,2,,223,,531.8,
26369,20251130,S08000015,,Inpatient/Day case,Completed,C8,,263,,197,,75,,34,,7,,189,,638.8,
26370,20240131,S08000015,,Inpatient/Day case,Completed,C8,,250,,183,,78,,21,,11,,176,,537.3,
26371,20250131,S08000015,,Inpatient/Day case,Completed,C8,,243,,187,,78,,31,,5,,212,,562.8,
26372,20240331,S08000015,,Inpatient/Day case,Completed,C8,,245,,187,,81,,24,,8,,183,,540.4,
26373,20250331,S08000015,,Inpatient/Day case,Completed,C8,,280,,229,,82,,44,,2,,193.5,,580,
26374,20240531,S08000015,,Inpatient/Day case,Completed,C8,,260,,208,,72,,23,,7,,194.5,,535.3,
26375,20250531,S08000015,,Inpatient/Day case,Completed,C8,,254,,205,,70,,34,,4,,192,,601.5,
26376,20240731,S08000015,,Inpatient/Day case,Completed,C8,,293,,229,,65,,17,,6,,186,,489,
26377,20250731,S08000015,,Inpatient/Day case,Completed,C8,,246,,198,,74,,39,,8,,187.5,,608.5,
26378,20240831,S08000015,,Inpatient/Day case,Completed,C8,,260,,199,,70,,18,,2,,188,,526,
26379,20250831,S08000015,,Inpatient/Day case,Completed,C8,,273,,202,,77,,38,,9,,190,,636.2,
26380,20241031,S08000015,,Inpatient/Day case,Completed,C8,,293,,227,,90,,41,,7,,200,,580.6,
26381,20251031,S08000015,,Inpatient/Day case,Completed,C8,,298,,248,,87,,40,,4,,230,,578.3,
26382,20231231,S08000015,,Inpatient/Day case,Completed,C8,,226,,170,,79,,36,,8,,170,,598.5,
26383,20241231,S08000015,,Inpatient/Day case,Completed,C8,,241,,178,,74,,25,,3,,199,,555,
26384,20250228,S08000015,,Inpatient/Day case,Completed,C9,,42,,22,,1,,1,,0,,89,,250.7,
26385,20240229,S08000015,,Inpatient/Day case,Completed,C9,,28,,6,,0,,0,,0,,33.5,,109.2,
26386,20240430,S08000015,,Inpatient/Day case,Completed,C9,,38,,12,,0,,0,,0,,61.5,,149.8,
26387,20250430,S08000015,,Inpatient/Day case,Completed,C9,,34,,2,,1,,0,,0,,42,,77,
26388,20240630,S08000015,,Inpatient/Day case,Completed,C9,,25,,13,,0,,0,,0,,95,,243.8,
26389,20250630,S08000015,,Inpatient/Day case,Completed,C9,,24,,10,,2,,0,,0,,77.5,,262,
26390,20240930,S08000015,,Inpatient/Day case,Completed,C9,,39,,13,,0,,0,,0,,73,,183.4,
26391,20250930,S08000015,,Inpatient/Day case,Completed,C9,,56,,30,,1,,1,,0,,117.5,,216,
26392,20231130,S08000015,,Inpatient/Day case,Completed,C9,,38,,13,,0,,0,,0,,45.5,,130.7,
26393,20241130,S08000015,,Inpatient/Day case,Completed,C9,,25,,13,,0,,0,,0,,133,,286.6,
26394,20251130,S08000015,,Inpatient/Day case,Completed,C9,,34,,14,,1,,0,,0,,56.5,,203.3,
26395,20240131,S08000015,,Inpatient/Day case,Completed,C9,,32,,4,,1,,0,,0,,43.5,,101.9,
26396,20250131,S08000015,,Inpatient/Day case,Completed,C9,,14,,3,,0,,0,,0,,,:,,:
26397,20240331,S08000015,,Inpatient/Day case,Completed,C9,,27,,10,,0,,0,,0,,49,,146.8,
26398,20250331,S08000015,,Inpatient/Day case,Completed,C9,,34,,8,,0,,0,,0,,34.5,,208.2,
26399,20240531,S08000015,,Inpatient/Day case,Completed,C9,,18,,7,,0,,0,,0,,,:,,:
26400,20250531,S08000015,,Inpatient/Day case,Completed,C9,,28,,8,,0,,0,,0,,59.5,,198.1,
26401,20240731,S08000015,,Inpatient/Day case,Completed,C9,,27,,11,,0,,0,,0,,82,,147,
26402,20250731,S08000015,,Inpatient/Day case,Completed,C9,,24,,7,,0,,0,,0,,59.5,,128,
26403,20240831,S08000015,,Inpatient/Day case,Completed,C9,,30,,6,,0,,0,,0,,46,,242.6,
26404,20250831,S08000015,,Inpatient/Day case,Completed,C9,,16,,7,,0,,0,,0,,,:,,:
26405,20241031,S08000015,,Inpatient/Day case,Completed,C9,,29,,14,,0,,0,,0,,82,,256.2,
26406,20251031,S08000015,,Inpatient/Day case,Completed,C9,,56,,15,,0,,0,,0,,39,,212.5,
26407,20231231,S08000015,,Inpatient/Day case,Completed,C9,,31,,10,,1,,0,,0,,53,,162,
26408,20241231,S08000015,,Inpatient/Day case,Completed,C9,,18,,8,,2,,0,,0,,,:,,:
26409,20250228,S08000015,,Inpatient/Day case,Completed,CA,,5,,0,,0,,0,,0,,,:,,:
26410,20240229,S08000015,,Inpatient/Day case,Completed,CA,,3,,1,,1,,0,,0,,,:,,:
26411,20240430,S08000015,,Inpatient/Day case,Completed,CA,,7,,3,,3,,3,,2,,,:,,:
26412,20250430,S08000015,,Inpatient/Day case,Completed,CA,,5,,0,,0,,0,,0,,,:,,:
26413,20240630,S08000015,,Inpatient/Day case,Completed,CA,,5,,5,,0,,0,,0,,,:,,:
26414,20250630,S08000015,,Inpatient/Day case,Completed,CA,,11,,2,,0,,0,,0,,,:,,:
26415,20240930,S08000015,,Inpatient/Day case,Completed,CA,,6,,0,,0,,0,,0,,,:,,:
26416,20250930,S08000015,,Inpatient/Day case,Completed,CA,,6,,1,,0,,0,,0,,,:,,:
26417,20231130,S08000015,,Inpatient/Day case,Completed,CA,,11,,11,,11,,8,,3,,,:,,:
26418,20241130,S08000015,,Inpatient/Day case,Completed,CA,,5,,1,,0,,0,,0,,,:,,:
26419,20251130,S08000015,,Inpatient/Day case,Completed,CA,,7,,3,,1,,1,,0,,,:,,:
26420,20240131,S08000015,,Inpatient/Day case,Completed,CA,,5,,3,,3,,3,,1,,,:,,:
26421,20250131,S08000015,,Inpatient/Day case,Completed,CA,,5,,0,,0,,0,,0,,,:,,:
26422,20240331,S08000015,,Inpatient/Day case,Completed,CA,,5,,4,,4,,4,,2,,,:,,:
26423,20250331,S08000015,,Inpatient/Day case,Completed,CA,,11,,1,,0,,0,,0,,,:,,:
26424,20240531,S08000015,,Inpatient/Day case,Completed,CA,,3,,1,,1,,1,,1,,,:,,:
26425,20250531,S08000015,,Inpatient/Day case,Completed,CA,,6,,0,,0,,0,,0,,,:,,:
26426,20240731,S08000015,,Inpatient/Day case,Completed,CA,,2,,0,,0,,0,,0,,,:,,:
26427,20250731,S08000015,,Inpatient/Day case,Completed,CA,,4,,2,,0,,0,,0,,,:,,:
26428,20240831,S08000015,,Inpatient/Day case,Completed,CA,,7,,2,,1,,1,,1,,,:,,:
26429,20250831,S08000015,,Inpatient/Day case,Completed,CA,,5,,0,,0,,0,,0,,,:,,:
26430,20241031,S08000015,,Inpatient/Day case,Completed,CA,,3,,0,,0,,0,,0,,,:,,:
26431,20251031,S08000015,,Inpatient/Day case,Completed,CA,,6,,0,,0,,0,,0,,,:,,:
26432,20231231,S08000015,,Inpatient/Day case,Completed,CA,,4,,4,,4,,4,,0,,,:,,:
26433,20241231,S08000015,,Inpatient/Day case,Completed,CA,,1,,0,,0,,0,,0,,,:,,:
26434,20250228,S08000015,,Inpatient/Day case,Completed,CB,,169,,56,,1,,0,,0,,58,,175.8,
26435,20240229,S08000015,,Inpatient/Day case,Completed,CB,,139,,9,,0,,0,,0,,38,,66.8,
26436,20240430,S08000015,,Inpatient/Day case,Completed,CB,,126,,11,,0,,0,,0,,44,,78.5,
26437,20250430,S08000015,,Inpatient/Day case,Completed,CB,,153,,37,,4,,0,,0,,40,,180.2,
26438,20240630,S08000015,,Inpatient/Day case,Completed,CB,,104,,24,,0,,0,,0,,51,,118.8,
26439,20250630,S08000015,,Inpatient/Day case,Completed,CB,,142,,51,,20,,0,,0,,49,,390.4,
26440,20240930,S08000015,,Inpatient/Day case,Completed,CB,,149,,40,,1,,0,,0,,35,,173.4,
26441,20250930,S08000015,,Inpatient/Day case,Completed,CB,,198,,42,,8,,0,,0,,37,,170.8,
26442,20231130,S08000015,,Inpatient/Day case,Completed,CB,,128,,21,,5,,3,,2,,32,,150.5,
26443,20241130,S08000015,,Inpatient/Day case,Completed,CB,,130,,40,,1,,0,,0,,53,,218.7,
26444,20251130,S08000015,,Inpatient/Day case,Completed,CB,,169,,56,,19,,0,,0,,46,,419.2,
26445,20240131,S08000015,,Inpatient/Day case,Completed,CB,,151,,37,,4,,3,,2,,48,,172,
26446,20250131,S08000015,,Inpatient/Day case,Completed,CB,,158,,49,,0,,0,,0,,57,,206.6,
26447,20240331,S08000015,,Inpatient/Day case,Completed,CB,,106,,11,,1,,1,,1,,44.5,,86,
26448,20250331,S08000015,,Inpatient/Day case,Completed,CB,,177,,66,,4,,0,,0,,62,,192.6,
26449,20240531,S08000015,,Inpatient/Day case,Completed,CB,,119,,13,,0,,0,,0,,48,,88.4,
26450,20250531,S08000015,,Inpatient/Day case,Completed,CB,,169,,48,,8,,0,,0,,55,,186.6,
26451,20240731,S08000015,,Inpatient/Day case,Completed,CB,,127,,25,,0,,0,,0,,47,,123.2,
26452,20250731,S08000015,,Inpatient/Day case,Completed,CB,,169,,48,,5,,0,,0,,44,,136.6,
26453,20240831,S08000015,,Inpatient/Day case,Completed,CB,,140,,31,,0,,0,,0,,49,,117.1,
26454,20250831,S08000015,,Inpatient/Day case,Completed,CB,,188,,54,,9,,0,,0,,57,,169.6,
26455,20241031,S08000015,,Inpatient/Day case,Completed,CB,,153,,36,,0,,0,,0,,41,,153.2,
26456,20251031,S08000015,,Inpatient/Day case,Completed,CB,,199,,70,,20,,0,,0,,50,,358.4,
26457,20231231,S08000015,,Inpatient/Day case,Completed,CB,,111,,18,,5,,4,,3,,35,,200,
26458,20241231,S08000015,,Inpatient/Day case,Completed,CB,,110,,29,,0,,0,,0,,55,,159.2,
26459,20250228,S08000015,,Inpatient/Day case,Completed,D1,,55,,0,,0,,0,,0,,8,,22.2,
26460,20240229,S08000015,,Inpatient/Day case,Completed,D1,,63,,0,,0,,0,,0,,22,,37,
26461,20240430,S08000015,,Inpatient/Day case,Completed,D1,,80,,0,,0,,0,,0,,17,,34,
26462,20250430,S08000015,,Inpatient/Day case,Completed,D1,,48,,0,,0,,0,,0,,29,,37,
26463,20240630,S08000015,,Inpatient/Day case,Completed,D1,,40,,0,,0,,0,,0,,6,,20,
26464,20250630,S08000015,,Inpatient/Day case,Completed,D1,,47,,0,,0,,0,,0,,29,,48.8,
26465,20240930,S08000015,,Inpatient/Day case,Completed,D1,,54,,0,,0,,0,,0,,20,,27,
26466,20250930,S08000015,,Inpatient/Day case,Completed,D1,,66,,1,,0,,0,,0,,23.5,,56,
26467,20231130,S08000015,,Inpatient/Day case,Completed,D1,,38,,0,,0,,0,,0,,17.5,,26.6,
26468,20241130,S08000015,,Inpatient/Day case,Completed,D1,,52,,0,,0,,0,,0,,9,,23,
26469,20251130,S08000015,,Inpatient/Day case,Completed,D1,,48,,0,,0,,0,,0,,53.5,,66,
26470,20240131,S08000015,,Inpatient/Day case,Completed,D1,,43,,0,,0,,0,,0,,27,,28,
26471,20250131,S08000015,,Inpatient/Day case,Completed,D1,,48,,0,,0,,0,,0,,8.5,,35.2,
26472,20240331,S08000015,,Inpatient/Day case,Completed,D1,,51,,0,,0,,0,,0,,27,,48,
26473,20250331,S08000015,,Inpatient/Day case,Completed,D1,,47,,0,,0,,0,,0,,14,,30.8,
26474,20240531,S08000015,,Inpatient/Day case,Completed,D1,,56,,0,,0,,0,,0,,13,,24,
26475,20250531,S08000015,,Inpatient/Day case,Completed,D1,,71,,0,,0,,0,,0,,29,,44,
26476,20240731,S08000015,,Inpatient/Day case,Completed,D1,,41,,0,,0,,0,,0,,23,,30,
26477,20250731,S08000015,,Inpatient/Day case,Completed,D1,,45,,0,,0,,0,,0,,36,,57.6,
26478,20240831,S08000015,,Inpatient/Day case,Completed,D1,,58,,0,,0,,0,,0,,16,,20,
26479,20250831,S08000015,,Inpatient/Day case,Completed,D1,,49,,0,,0,,0,,0,,43,,58.4,
26480,20241031,S08000015,,Inpatient/Day case,Completed,D1,,70,,0,,0,,0,,0,,20,,36,
26481,20251031,S08000015,,Inpatient/Day case,Completed,D1,,64,,0,,0,,0,,0,,48,,64,
26482,20231231,S08000015,,Inpatient/Day case,Completed,D1,,47,,0,,0,,0,,0,,9,,21,
26483,20241231,S08000015,,Inpatient/Day case,Completed,D1,,46,,0,,0,,0,,0,,6,,17,
26484,20250228,S08000015,,Inpatient/Day case,Completed,E12,,3,,0,,0,,0,,0,,,:,,:
26485,20240229,S08000015,,Inpatient/Day case,Completed,E12,,4,,0,,0,,0,,0,,,:,,:
26486,20240430,S08000015,,Inpatient/Day case,Completed,E12,,6,,0,,0,,0,,0,,,:,,:
26487,20250430,S08000015,,Inpatient/Day case,Completed,E12,,6,,0,,0,,0,,0,,,:,,:
26488,20240630,S08000015,,Inpatient/Day case,Completed,E12,,8,,0,,0,,0,,0,,,:,,:
26489,20250630,S08000015,,Inpatient/Day case,Completed,E12,,6,,0,,0,,0,,0,,,:,,:
